id,title,keywords,n_keywords,keywords_clean,is_kid_friendly
f3b9c0e7-5d2a-41f8-9a6c-7e2d1b0a4f35,#2423 - Sam Harris,"['consciousness', 'meditation', 'ethics', 'free will', 'morality', 'philosophy', 'rationality', 'science', 'logic', 'secularism', 'waking up app', 'artificial general intelligence']",12,"['consciousness', 'meditation', 'ethics', 'free will', 'morality', 'philosophy', 'rationality', 'science', 'logic', 'secularism', 'waking up app', 'artificial general intelligence']",1
1a2b3c4d-5e6f-7a8b-9c0d-e1f2a3b4c5d6,#2425 - Lex Fridman,"['AI alignment', 'deep learning', 'neural networks', 'robotics', 'machine consciousness', 'algorithms', 'musk', 'intelligence explosion', 'turing test', 'future of humanity', 'innovation', 'computation']",12,"['ai alignment', 'deep learning', 'neural networks', 'robotics', 'machine consciousness', 'algorithms', 'musk', 'intelligence explosion', 'turing test', 'future of humanity', 'innovation', 'computation']",1
4b5c6d7e-8f90-a1b2-c3d4-e5f6a7b8c9d0,#2426 - Jordan Peterson,"['meaning of life', 'mythology', 'psychology', 'archetypes', 'chaos and order', 'religion', 'culture wars', 'free speech', 'political correctness', 'maps of meaning', '12 rules for life', 'self-authoring']",12,"['meaning of life', 'mythology', 'psychology', 'archetypes', 'chaos and order', 'religion', 'culture wars', 'free speech', 'political correctness', 'maps of meaning', '12 rules for life', 'self-authoring']",0
7e6d5c4b-3a2f-1e0d-9c8b-7a6f5e4d3c21,#2428 - Neil deGrasse Tyson,"['astrophysics', 'cosmos', 'space exploration', 'gravity', 'black holes', 'dark matter', 'nasa', 'planetary science', 'multiverse', 'relativity', 'science communication', 'universe']",12,"['astrophysics', 'cosmos', 'space exploration', 'gravity', 'black holes', 'dark matter', 'nasa', 'planetary science', 'multiverse', 'relativity', 'science communication', 'universe']",1
a0b1c2d3-e4f5-6a7b-8c9d-0e1f2a3b4c5d,#2430 - Graham Hancock,"['ancient civilizations', 'forbidden history', 'megaliths', 'prehistory', 'atlantis', 'archaeology', 'consciousness expansion', 'ayahuasca', 'lost technology', 'mysteries of the past', 'shamanism', 'gobekli tepe']",12,"['ancient civilizations', 'forbidden history', 'megaliths', 'prehistory', 'atlantis', 'archaeology', 'consciousness expansion', 'ayahuasca', 'lost technology', 'mysteries of the past', 'shamanism', 'gobekli tepe']",0
d3f4e5c6-b7a8-9d0e-1f2a-3b4c5d6e7f8a,#2431 - Andrew Tate,"['masculinity', 'financial freedom', 'wealth', 'controversy', 'hustle culture', 'social media influence', 'relationships', 'red pill philosophy', 'modern dating', 'discipline', 'alpha male', 'self-made success']",12,"['masculinity', 'financial freedom', 'wealth', 'controversy', 'hustle culture', 'social media influence', 'relationships', 'red pill philosophy', 'modern dating', 'discipline', 'alpha male', 'self-made success']",0
e4f5d6c7-b8a9-0e1f-2a3b-4c5d6e7f8a9b,#2432 - Elon Musk,"['mars colonization', 'spacex', 'tesla', 'twitter x', 'artificial intelligence', 'innovation', 'electric vehicles', 'neuralink', 'cybertruck', 'bfr', 'future of transportation', 'sustainable energy']",12,"['mars colonization', 'spacex', 'tesla', 'twitter x', 'artificial intelligence', 'innovation', 'electric vehicles', 'neuralink', 'cybertruck', 'bfr', 'future of transportation', 'sustainable energy']",1
1c3e5a7b-9d2f-4c6e-8a0b-1f3d5c7e9b0a,Talking Dateline: The Last Alibi,"['murder investigation', 'dna testing', 'cold case files', 'detective work', 'forensic evidence', 'autopsy', 'eyewitness accounts', 'legal proceedings', 'wrongful imprisonment', 'justice for victims', 'courtroom testimony', 'suspect interrogation']",12,"['murder investigation', 'dna testing', 'cold case files', 'detective work', 'forensic evidence', 'autopsy', 'eyewitness accounts', 'legal proceedings', 'wrongful imprisonment', 'justice for victims', 'courtroom testimony', 'suspect interrogation']",0
2f4d6b8a-0c2e-4e6g-8h0i-2j4k6l8m0n1p,Talking Dateline: Unmasking the Killer,"['serial killer', 'modus operandi', 'profiling', 'victimology', 'geographical profiling', 'unsolved mysteries', 'law enforcement strategy', 'break in the case', 'crime documentaries', 'psychological analysis', 'danger signals']",11,"['serial killer', 'modus operandi', 'profiling', 'victimology', 'geographical profiling', 'unsolved mysteries', 'law enforcement strategy', 'break in the case', 'crime documentaries', 'psychological analysis', 'danger signals']",0
3h5j7k9l-1m3n-5o7p-9q1r-3s5t7u9v1w3x,Talking Dateline: Death on the Coast,"['missing child case', 'search operations', 'foul play suspected', 'police procedural', 'family despair', 'media coverage', 'community fear', 'coastal town mystery', 'private investigator', 'motive speculation', 'truth revealed']",11,"['missing child case', 'search operations', 'foul play suspected', 'police procedural', 'family despair', 'media coverage', 'community fear', 'coastal town mystery', 'private investigator', 'motive speculation', 'truth revealed']",0
4z6y8x0w-2v4u-6t8s-0r2q-4p6o8n0m2l4k,Sunday Special: The Ethics of AI in Warfare,"['military technology', 'autonomous weapons', 'killer robots', 'ethical dilemma', 'international law', 'future of conflict', 'arms race', 'moral responsibility', 'ai governance', 'defense policy', 'human control']",11,"['military technology', 'autonomous weapons', 'killer robots', 'ethical dilemma', 'international law', 'future of conflict', 'arms race', 'moral responsibility', 'ai governance', 'defense policy', 'human control']",0
5j7l9k0h-2g4f-6e8d-0c2b-4a6z8y0x2w4v,Sunday Special: The Decline of Western Philosophy,"['nihilism', 'post-modernism', 'existential crisis', 'metaphysics', 'classical thought', 'heidegger', 'nietzsche', 'cultural criticism', 'academic relevance', 'education reform', 'search for meaning']",11,"['nihilism', 'post-modernism', 'existential crisis', 'metaphysics', 'classical thought', 'heidegger', 'nietzsche', 'cultural criticism', 'academic relevance', 'education reform', 'search for meaning']",0
6a8b0c2d-4e6f-8g0h-2i4j-6k8l0m2n4p6q,Sunday Special: The History of the Roman Empire,"['ancient history', 'julius caesar', 'roman legions', 'decline and fall', 'architecture', 'politics', 'senate', 'empire logistics', 'military strategy', 'cultural impact', 'latin language', 'historical analysis']",12,"['ancient history', 'julius caesar', 'roman legions', 'decline and fall', 'architecture', 'politics', 'senate', 'empire logistics', 'military strategy', 'cultural impact', 'latin language', 'historical analysis']",0
7r9s1t3u-5v7w-9x1y-3z5a-7b9c1d3e5f7g,Call Her Daddy: Dating App Detox,"['modern dating', 'tinder culture', 'toxic cycles', 'singleness', 'self-worth', 'breakup recovery', 'app fatigue', 'ghosting', 'boundaries setting', 'therapy stories', 'emotional maturity', 'relationship advice']",12,"['modern dating', 'tinder culture', 'toxic cycles', 'singleness', 'self-worth', 'breakup recovery', 'app fatigue', 'ghosting', 'boundaries setting', 'therapy stories', 'emotional maturity', 'relationship advice']",0
8h0i2j4k-6l8m-0n2p-4q6r-8s0t2u4v6w8x,Call Her Daddy: Navigating Open Relationships,"['polyamory', 'non-monogamy', 'jealousy', 'communication skills', 'relationship contracts', 'sexual liberation', 'taboo topics', 'boundaries', 'couple goals', 'emotional intelligence', 'lifestyle choices']",11,"['polyamory', 'non-monogamy', 'jealousy', 'communication skills', 'relationship contracts', 'sexual liberation', 'taboo topics', 'boundaries', 'couple goals', 'emotional intelligence', 'lifestyle choices']",0
9y1z3a5b-7c9d-1e3f-5g7h-9i1j3k5l7m9n,Call Her Daddy: The Worst First Dates Ever,"['dating fails', 'cringe stories', 'red flags in men', 'bad sex stories', 'hookup culture', 'relationship red flags', 'toxic masculinity', 'self-deprecating humor', 'girl talk', 'alcohol', 'funny anecdotes']",11,"['dating fails', 'cringe stories', 'red flags in men', 'bad sex stories', 'hookup culture', 'relationship red flags', 'toxic masculinity', 'self-deprecating humor', 'girl talk', 'alcohol', 'funny anecdotes']",0
0p2q4r6s-8t0u-2v4w-6x8y-0z2a4b6c8d0e,The Next Act: Music Industry Gatekeepers,"['talent scouting', 'record labels', 'artist contracts', 'streaming economics', 'songwriting royalties', 'music production', 'pop music history', 'fame cycles', 'industry shift', 'digital age challenges', 'artist development']",11,"['talent scouting', 'record labels', 'artist contracts', 'streaming economics', 'songwriting royalties', 'music production', 'pop music history', 'fame cycles', 'industry shift', 'digital age challenges', 'artist development']",1
1f3g5h7i-9j1k-3l5m-7n9o-1p3q5r7s9t1u,The Next Act: Reality TV Scandals and Legacy,"['celebrity gossip', 'tabloid culture', 'tv show ratings', 'producer influence', 'show manipulation', 'public image', 'redemption arcs', 'media scrutiny', 'cancellation culture', 'long-term career', 'hollywood dark side']",11,"['celebrity gossip', 'tabloid culture', 'tv show ratings', 'producer influence', 'show manipulation', 'public image', 'redemption arcs', 'media scrutiny', 'cancellation culture', 'long-term career', 'hollywood dark side']",0
2v4w6x8y-0z2a-4b6c-8d0e-2f4g6h8i0j2k,The Next Act: The Golden Age of Film vs. Streaming,"['cinema classics', 'hollywood studio system', 'auteur theory', 'streaming wars', 'box office metrics', 'film criticism', 'independent film', 'director interviews', 'netflix effect', 'future of movies', 'acting craft']",11,"['cinema classics', 'hollywood studio system', 'auteur theory', 'streaming wars', 'box office metrics', 'film criticism', 'independent film', 'director interviews', 'netflix effect', 'future of movies', 'acting craft']",0
3l5m7n9o-1p3q-5r7s-9t1u-3v5w7x9y1z3a,876: The Silent Witness,"['police brutality', 'racial injustice', 'civil rights movement', 'community protest', 'court testimony', 'legal battle', 'systemic failure', 'activism', 'emotional weight', 'storytelling ethics', 'trauma healing', 'historical context']",12,"['police brutality', 'racial injustice', 'civil rights movement', 'community protest', 'court testimony', 'legal battle', 'systemic failure', 'activism', 'emotional weight', 'storytelling ethics', 'trauma healing', 'historical context']",0
4b6c8d0e-2f4g-6h8i-0j2k-4l6m8n0p2q4r,877: Deportation Diaries,"['immigration personal story', 'border security', 'family separation', 'asylum process', 'undocumented life', 'ice raid stories', 'fear and isolation', 'political debate', 'legal aid', 'human cost of policy', 'dreamers', 'visa overstay']",12,"['immigration personal story', 'border security', 'family separation', 'asylum process', 'undocumented life', 'ice raid stories', 'fear and isolation', 'political debate', 'legal aid', 'human cost of policy', 'dreamers', 'visa overstay']",0
5s7t9u1v-3w5x-7y9z-1a3b-5c7d9e1f3g5h,878: The Uncomfortable Truth,"['mormon faith crisis', 'lds church history', 'polygamy history', 'child abuse cover-up', 'faith transition', 'religious trauma', 'excommunication', 'community shunning', 'family conflict', 'personal belief', 'spiritual doubt']",11,"['mormon faith crisis', 'lds church history', 'polygamy history', 'child abuse cover-up', 'faith transition', 'religious trauma', 'excommunication', 'community shunning', 'family conflict', 'personal belief', 'spiritual doubt']",0
6h0i2j4k-6l8m-0n2p-4q6r-8s0t2u4v6w8x,American Originals: The Single Mom CEO,"['female entrepreneur', 'single parenting challenges', 'work-life balance', 'startup funding', 'product innovation', 'local manufacturing', 'community impact', 'business growth', 'sacrifice for success', 'inspirational story', 'american made quality']",11,"['female entrepreneur', 'single parenting challenges', 'work-life balance', 'startup funding', 'product innovation', 'local manufacturing', 'community impact', 'business growth', 'sacrifice for success', 'inspirational story', 'american made quality']",1
7y9z1a3b-5c7d-9e1f-3g5h-7i9j1k3l5m7n,American Originals: Craft Beer and Small Town Revival,"['microbrewery success', 'small business', 'local economy boost', 'craft brewing process', 'community gathering space', 'revitalization', 'artisan quality', 'local ingredients', 'passion for craft', 'entrepreneurial spirit', 'midwest values']",11,"['microbrewery success', 'small business', 'local economy boost', 'craft brewing process', 'community gathering space', 'revitalization', 'artisan quality', 'local ingredients', 'passion for craft', 'entrepreneurial spirit', 'midwest values']",1
8a0b2c4d-6e8f-0g2h-4i6j-8k0l2m4n6p8q,"""Leonardo DiCaprio""","['celebrity interviews', 'environmental activism', 'climate crisis', 'documentary film', 'acting method', 'career longevity', 'hollywood history', 'directors', 'oscar performance', 'public persona', 'charity work', 'personal life privacy']",12,"['celebrity interviews', 'environmental activism', 'climate crisis', 'documentary film', 'acting method', 'career longevity', 'hollywood history', 'directors', 'oscar performance', 'public persona', 'charity work', 'personal life privacy']",1
9r1s3t5u-7v9w-1x3y-5z7a-9b1c3d5e7f9g,"""Anne Hathaway""","['acting craft', 'character roles', 'meryl streep', 'hollywood expectations', 'ageism in film', 'fashion industry', 'celebrity motherhood', 'public image management', 'anxiety in fame', 'theatre work', 'career pivot', 'filmography analysis']",12,"['acting craft', 'character roles', 'meryl streep', 'hollywood expectations', 'ageism in film', 'fashion industry', 'celebrity motherhood', 'public image management', 'anxiety in fame', 'theatre work', 'career pivot', 'filmography analysis']",0
0d5e6f7g-8h9i-0j1k-2l3m-4n5p6q7r8s9t,Murder of Grant Solomon: The Evidence Re-Examined,"['grant solomon', 'sexual abuse allegations', 'wrongful death', 'custody case corruption', 'judicial misconduct', 'new evidence discovery', 'expert witness testimony', 'forensic analysis', 'cover up details', 'justice reform', 'child protective services']",11,"['grant solomon', 'sexual abuse allegations', 'wrongful death', 'custody case corruption', 'judicial misconduct', 'new evidence discovery', 'expert witness testimony', 'forensic analysis', 'cover up details', 'justice reform', 'child protective services']",0
1a2b3c4d-5e6f-7g8h-9i0j-1k2l3m4n5o6p,DWTS: The Scoring Controversy,"['dancing with the stars', 'judge bias', 'fan vote power', 'celebrity dancer drama', 'professional dancer partnership', 'behind the scenes gossip', 'reality tv manipulation', 'dance technique critique', 'emotional performance']",9,"['dancing with the stars', 'judge bias', 'fan vote power', 'celebrity dancer drama', 'professional dancer partnership', 'behind the scenes gossip', 'reality tv manipulation', 'dance technique critique', 'emotional performance']",0
2q4r6s8t-0u2v-4w6x-8y0z-2a4b6c8d0e2f,Epstein's Network: The New Names Revealed,"['jeffrey epstein', 'human trafficking investigation', 'political figures', 'financial elites', 'madam', 'vatican connection', 'cover up', 'abuse of power', 'victim testimony', 'legal immunity', 'global network', 'unsealed documents']",12,"['jeffrey epstein', 'human trafficking investigation', 'political figures', 'financial elites', 'madam', 'vatican connection', 'cover up', 'abuse of power', 'victim testimony', 'legal immunity', 'global network', 'unsealed documents']",0
3g5h7i9j-1k3l-5m7n-9o1p-3q5r7s9t1u3v,Kelce Bros: Off-Season Training & Retirement Rumors | EP 167,"['nfl off season', 'retirement speculation', 'player contracts', 'super bowl recap', 'football training routine', 'sports nutrition', 'player mental health', 'career transition', 'sports podcast host', 'brothers rivalry', 'family dynamics']",11,"['nfl off season', 'retirement speculation', 'player contracts', 'super bowl recap', 'football training routine', 'sports nutrition', 'player mental health', 'career transition', 'sports podcast host', 'brothers rivalry', 'family dynamics']",1
4w6x8y0z-2a4b-6c8d-0e2f-4g6h8i0j2k4l,Heights Hotline | Worst Christmas Gifts & The Perfect Holiday Meal Prep,"['holiday traditions', 'worst gift stories', 'christmas meal planning', 'cooking disaster', 'family arguments', 'new years resolutions', 'holiday stress management', 'seasonal recipes', 'podcast listener calls']",9,"['holiday traditions', 'worst gift stories', 'christmas meal planning', 'cooking disaster', 'family arguments', 'new years resolutions', 'holiday stress management', 'seasonal recipes', 'podcast listener calls']",0
5m7n9o1p-3q5r-7s9t-1u3v-5w7x9y1z3a5b,INFAMOUS: The Confession of Ted Bundy,"['serial killer profile', 'ted bundy', 'death row interviews', 'psychological manipulation', 'victim's families', 'law enforcement failure', 'infamous crimes', 'true crime legend', 'capital punishment', 'confession tapes']",10,[],1
6g8h0i2j-4k6l-8m0n-2p4q-6r8s0t2u4v6w,Inside 'The Vault' at the Smithsonian,"['smithsonian museum', 'historical archives', 'undisplayed artifacts', 'curator interview', 'conservation process', 'american history mysteries', 'preservation techniques']",7,"['smithsonian museum', 'historical archives', 'undisplayed artifacts', 'curator interview', 'conservation process', 'american history mysteries', 'preservation techniques']",1
7x9y1z3a-5b7c-9d1e-3f5g-7h9i1j3k5l7m,Introducing: The Coldest Case,"['unsolved murder', 'decade-old evidence', 'new forensic technology', 'investigative podcast', 'family interviews', 'community memory', 'police mistakes', 'closure for families']",8,"['unsolved murder', 'decade-old evidence', 'new forensic technology', 'investigative podcast', 'family interviews', 'community memory', 'police mistakes', 'closure for families']",0
8n0p2q4r-6s8t-0u2v-4w6x-8y0z2a4b6c8d,MISSING: Gabby Petito and the Media Frenzy,"['gabby petito', 'missing persons', 'van life', 'brian laundrie', 'media saturation', 'public pressure on police', 'domestic violence awareness', 'true crime ethics', 'social media impact on cases']",9,"['gabby petito', 'missing persons', 'van life', 'brian laundrie', 'media saturation', 'public pressure on police', 'domestic violence awareness', 'true crime ethics', 'social media impact on cases']",0
9e1f3g5h-7i9j-1k3l-5m7n-9o1p3q5r7s9t,Mom Accused Of Poisoning Kids for Attention But Ex-Husband Supports Her,"['munchausen by proxy', 'child medical abuse', 'custody battle tactics', 'false allegations', 'mental illness stigma', 'media sensationalism', 'parental alienation', 'legal system flaws', 'family court drama']",9,"['munchausen by proxy', 'child medical abuse', 'custody battle tactics', 'false allegations', 'mental illness stigma', 'media sensationalism', 'parental alienation', 'legal system flaws', 'family court drama']",0
0v2w4x6y-8z0a-2b4c-6d8e-0f2g4h6i8j0k,MURDERED: JonBenét Ramsey,"['jonbenét ramsey', 'unsolved mysteries', 'child beauty pageant', 'ransom note analysis', 'police corruption allegations', 'family suspicion', 'media circus', 'forensic handwriting analysis', 'true crime history', 'conspiracy theories']",10,"['jonbenét ramsey', 'unsolved mysteries', 'child beauty pageant', 'ransom note analysis', 'police corruption allegations', 'family suspicion', 'media circus', 'forensic handwriting analysis', 'true crime history', 'conspiracy theories']",0
1l3m5n7o-9p1q-3r5s-7t9u-1v3w5x7y9z1a,Raising the Dead: The Zodiac Killer,"['zodiac killer', 'ciphers', 'unsolved case', 'california crimes', 'police incompetence', 'historical cold case', 'suspect analysis', 'cryptography', 'pop culture impact']",9,"['zodiac killer', 'ciphers', 'unsolved case', 'california crimes', 'police incompetence', 'historical cold case', 'suspect analysis', 'cryptography', 'pop culture impact']",0
2b4d6f8h-0j2l-4n6p-8r0t-2v4x6z8b0d2f,"""RE-RELEASE: Patton Oswalt""","['stand-up comedy history', 'comedian life', 'pop culture critique', 'grief after loss', 'mental health journey', 'writing process', 'improv skills', 'film and tv roles', 'nerd culture', 'voice acting', 'hollywood friendships']",11,"['stand-up comedy history', 'comedian life', 'pop culture critique', 'grief after loss', 'mental health journey', 'writing process', 'improv skills', 'film and tv roles', 'nerd culture', 'voice acting', 'hollywood friendships']",0
3e5g7i9k-1m3o-5q7s-9u1w-3y5a7c9e1g3i,Jameela Jamil: Body Positivity & Faking It Til You Make It (FBF),"['body image issues', 'self-acceptance', 'social media toxicity', 'celebrity accountability', 'mental health advocacy', 'eating disorders', 'shame and guilt', 'feminist perspective', 'empowerment', 'public shaming', 'authenticity in media']",11,"['body image issues', 'self-acceptance', 'social media toxicity', 'celebrity accountability', 'mental health advocacy', 'eating disorders', 'shame and guilt', 'feminist perspective', 'empowerment', 'public shaming', 'authenticity in media']",0
4f6h8j0l-2n4p-6r8t-0v2x-4z6b8d0f2h4j,Sofia Franklyn: Breaking Up with Toxic Friends (FBF),"['toxic friendship', 'boundaries', 'mental health awareness', 'gossip culture', 'financial independence', 'moving on', 'podcast empire battle', 'drama aftermath', 'self-care routine', 'therapy benefits', 'career challenges']",11,"['toxic friendship', 'boundaries', 'mental health awareness', 'gossip culture', 'financial independence', 'moving on', 'podcast empire battle', 'drama aftermath', 'self-care routine', 'therapy benefits', 'career challenges']",0
5k7m9o1q-3s5u-7w9y-1a3c-5e7g9i1k3m5o,Sunday Special: The Philosophy of Stoicism,"['marcus aurelius', 'epictetus', 'ancient greece', 'philosophy of life', 'resilience', 'emotional control', 'inner peace', 'personal development', 'modern application', 'virtue ethics', 'stoic practices']",11,"['marcus aurelius', 'epictetus', 'ancient greece', 'philosophy of life', 'resilience', 'emotional control', 'inner peace', 'personal development', 'modern application', 'virtue ethics', 'stoic practices']",1
6n8p0r2t-4v6x-8z0b-2d4f-6h8j0l2n4p6r,Talking Dateline: The Puzzling Disappearance,"['missing woman', 'last known whereabouts', 'security footage analysis', 'police interview tapes', 'husband as suspect', 'extramarital affair', 'financial motive', 'private investigation', 'community vigil']",9,"['missing woman', 'last known whereabouts', 'security footage analysis', 'police interview tapes', 'husband as suspect', 'extramarital affair', 'financial motive', 'private investigation', 'community vigil']",0
7s9u1w3y-5a7c-9e1g-3i5k-7m9o1q3s5u7w,#2418 - Steven Pressfield,"['procrastination', 'the war of art', 'resistance', 'creative process', 'discipline', 'professionalism', 'writing habits', 'self-doubt', 'overcoming fear', 'mastery', 'artist's journey', 'creativity']",12,[],1
8b0d2f4h-6j8l-0n2p-4r6t-8v0x2z4b6d8f,#2419 - Michael Pollan,"['psychedelics', 'lsd therapy', 'ayahuasca journey', 'consciousness alteration', 'mycology', 'plant medicine', 'mental health benefits', 'microdosing', 'food history', 'nutrition science', 'research ethics', 'cultural impact']",12,"['psychedelics', 'lsd therapy', 'ayahuasca journey', 'consciousness alteration', 'mycology', 'plant medicine', 'mental health benefits', 'microdosing', 'food history', 'nutrition science', 'research ethics', 'cultural impact']",0
9c1e3g5i-7k9m-1o3q-5s7u-9w1y3a5c7e9g,#2420 - Rhonda Patrick,"['sauna benefits', 'heat therapy', 'cold shock proteins', 'longevity protocols', 'exercise timing', 'brain derived neurotrophic factor', 'gut microbiome', 'nutrition for athletes', 'anti-aging research', 'preventative medicine', 'vitamin k2']",11,"['sauna benefits', 'heat therapy', 'cold shock proteins', 'longevity protocols', 'exercise timing', 'brain derived neurotrophic factor', 'gut microbiome', 'nutrition for athletes', 'anti-aging research', 'preventative medicine', 'vitamin k2']",1
0j2l4n6p-8r0t-2v4x-6z8b-0d2f4h6j8l0n,"#484 – Hideo Kojima: Metal Gear, Death Stranding, Narrative & A.I.","['game auteur', 'metal gear solid', 'death stranding', 'cinematic gaming', 'storytelling in games', 'ludology', 'auteur theory', 'player agency', 'philosophical themes', 'technology impact', 'japanese gaming culture', 'narrative design']",12,"['game auteur', 'metal gear solid', 'death stranding', 'cinematic gaming', 'storytelling in games', 'ludology', 'auteur theory', 'player agency', 'philosophical themes', 'technology impact', 'japanese gaming culture', 'narrative design']",0
1q3s5u7w-9y1a-3c5e-7g9i-1k3m5o7q9s1u,"#485 – Michio Kaku: Parallel Universes, Wormholes, and the Future of Physics","['theoretical physics', 'quantum mechanics', 'multiverse theory', 'string theory', 'time travel paradox', 'einstein\'s relativity', 'science popularization', 'space exploration physics', 'scientific method', 'future technology']",10,"['theoretical physics', 'quantum mechanics', 'multiverse theory', 'string theory', 'time travel paradox', ""einstein's relativity"", 'science popularization', 'space exploration physics', 'scientific method', 'future technology']",1
3c5e7g9i-1k3m-5o7q-9s1u-3w5y7a9c1e3g,#625 - Brené Brown,"['vulnerability', 'shame and guilt', 'courage', 'daring greatly', 'leadership skills', 'emotional literacy', 'empathy', 'authenticity', 'research methodology', 'public speaking', 'parenting advice', 'self-help books']",12,"['vulnerability', 'shame and guilt', 'courage', 'daring greatly', 'leadership skills', 'emotional literacy', 'empathy', 'authenticity', 'research methodology', 'public speaking', 'parenting advice', 'self-help books']",0
4h6j8l0n-2p4r-6t8v-0x2z-4b6d8f0h2j4l,#626 - Dax Shepard,"['addiction recovery', 'sobriety journey', 'marriage challenges', 'fatherhood struggles', 'therapy benefits', 'celebrity vulnerability', 'podcast host interview', 'human connection', 'honesty', 'personal growth', 'hollywood life']",11,"['addiction recovery', 'sobriety journey', 'marriage challenges', 'fatherhood struggles', 'therapy benefits', 'celebrity vulnerability', 'podcast host interview', 'human connection', 'honesty', 'personal growth', 'hollywood life']",0
5k7m9o1q-3s5u-7w9y-1a3c-5e7g9i1k3m5o,"'The Interview': Jay-Z on Business, Hip-Hop Legacy, and Social Justice","['hip-hop culture', 'rap music industry', 'roc nation', 'business entrepreneurship', 'social activism', 'criminal justice reform', 'wealth building', 'artist legacy', 'black excellence', 'music streaming', 'cultural impact']",11,"['hip-hop culture', 'rap music industry', 'roc nation', 'business entrepreneurship', 'social activism', 'criminal justice reform', 'wealth building', 'artist legacy', 'black excellence', 'music streaming', 'cultural impact']",0
6p8r0t2v-4x6z-8b0d-2f4h-6j8l0n2p4r6t,873: The Price of Silence,"['sexual assault survivor story', 'statute of limitations', 'victim advocacy', 'legal loopholes', 'emotional recovery', 'family betrayal', 'long-term trauma', 'justice system failure', 'personal narrative', 'healing process']",10,"['sexual assault survivor story', 'statute of limitations', 'victim advocacy', 'legal loopholes', 'emotional recovery', 'family betrayal', 'long-term trauma', 'justice system failure', 'personal narrative', 'healing process']",0
7u9w1y3a-5c7e-9g1i-3k5m-7o9q1s3u5w7y,874: Border Town Betrayal,"['drug cartel violence', 'border crossing dangers', 'human smuggling', 'law enforcement corruption', 'refugee stories', 'family separation trauma', 'political crisis', 'mexico border issues', 'fear and survival', 'international relations']",10,"['drug cartel violence', 'border crossing dangers', 'human smuggling', 'law enforcement corruption', 'refugee stories', 'family separation trauma', 'political crisis', 'mexico border issues', 'fear and survival', 'international relations']",0
8z0b2d4f-6h8j-0l2n-4p6r-8t0v2x4z6b8d,875: Cult Compound Escape,"['religious cults', 'mind control', 'brainwashing', 'child abuse in cults', 'escape story', 'deprogramming', 'trauma bond', 'leader's power', 'isolation and fear', 'survivor narrative']",10,[],1
9c1e3g5i-7k9m-1o3q-5s7u-9w1y3a5c7e9g,American Originals: Appalachian Moonshining History,"['appalachian culture', 'moonshine production', 'prohibition era', 'revenue agents', 'bootlegging history', 'local traditions', 'mountain heritage', 'whiskey craft', 'illegal activity past', 'southern history']",10,"['appalachian culture', 'moonshine production', 'prohibition era', 'revenue agents', 'bootlegging history', 'local traditions', 'mountain heritage', 'whiskey craft', 'illegal activity past', 'southern history']",0
0j2l4n6p-8r0t-2v4x-6z8b-0d2f4h6j8l0n,"""Keanu Reeves""","['acting career', 'matrix film franchise', 'john wick', 'hollywood nice guy', 'buddhism philosophy', 'motorcycle passion', 'personal grief', 'philanthropic work', 'humility', 'action movie genre', 'pop culture icon']",11,"['acting career', 'matrix film franchise', 'john wick', 'hollywood nice guy', 'buddhism philosophy', 'motorcycle passion', 'personal grief', 'philanthropic work', 'humility', 'action movie genre', 'pop culture icon']",0
1q3s5u7w-9y1a-3c5e-7g9i-1k3m5o7q9s1u,Accused Mom: Did She Fabricate Her Child's Illness for Attention?,"['munchausen syndrome', 'factitious disorder', 'medical abuse of child', 'custody case drama', 'psychological illness', 'criminal charges', 'evidence review', 'expert testimony', 'media circus']",9,"['munchausen syndrome', 'factitious disorder', 'medical abuse of child', 'custody case drama', 'psychological illness', 'criminal charges', 'evidence review', 'expert testimony', 'media circus']",0
2v4x6z8b-0d2f-4h6j-8l0n-2p4r6t8v0x2z,DWTS: Scandal and Behind-the-Scenes Secrets,"['reality tv scandals', 'show manipulation', 'celebrity feuds', 'professional dancer secrets', 'judge disagreements', 'viewer outrage', 'social media backlash', 'entertainment drama', 'show business dark side']",9,"['reality tv scandals', 'show manipulation', 'celebrity feuds', 'professional dancer secrets', 'judge disagreements', 'viewer outrage', 'social media backlash', 'entertainment drama', 'show business dark side']",0
3c5e7g9i-1k3m-5o7q-9s1u-3w5y7a9c1e3g,Epstein's Last Hours: Prison Conspiracy or Suicide?,"['jeffrey epstein death', 'prison system failure', 'autopsy controversy', 'conspiracy theories', 'suicide note', 'guards negligence', 'high-profile inmate', 'legal and political fallout', 'true crime mystery']",9,"['jeffrey epstein death', 'prison system failure', 'autopsy controversy', 'conspiracy theories', 'suicide note', 'guards negligence', 'high-profile inmate', 'legal and political fallout', 'true crime mystery']",0
4h6j8l0n-2p4r-6t8v-0x2z-4b6d8f0h2j4l,Kelce Bros: Fantasy Football Draft and Post-Game Lockeroom Stories | EP 168,"['fantasy football league', 'nfl draft prep', 'locker room banter', 'sports comedy', 'athlete life balance', 'brotherly teasing', 'football analysis', 'sports betting', 'player interviews']",9,"['fantasy football league', 'nfl draft prep', 'locker room banter', 'sports comedy', 'athlete life balance', 'brotherly teasing', 'football analysis', 'sports betting', 'player interviews']",0
